shipment_id,origin,destination,carrier,shipment_date,expected_delivery,actual_delivery,status,priority,delay_hours,reason,shipment_mode,cargo_type,weight_kg,distance_km,weather_condition,customs_status,port_congestion,carrier_performance_score,customer_impact,exception_type
SHP-2124,Bengaluru,Frankfurt,Maersk,2026-03-03,2026-03-11,2026-03-11,Delivered,High,0,On schedule,Air,Electronics,2236.36,4104,Clear,Cleared,Low,59.3,None,NONE
SHP-2125,Delhi,Tokyo,Carrier-X,2026-02-08,2026-02-16,2026-02-16,Delivered,High,0,On schedule,Rail,Automotive,124.9,12834,Clear,Cleared,Low,66.7,None,NONE
SHP-2126,Ahmedabad,Tokyo,UPS,2026-01-06,2026-01-14,2026-01-14,Delayed,Normal,16,Weather disruption,Road,Textiles,850.22,6919,Clear,Under Review,Low,63.9,Low,MINOR_DELAY
SHP-2127,Kolkata,Toronto,BlueDart,2026-07-03,2026-07-12,2026-07-12,Delivered,Normal,0,On schedule,Road,Pharmaceuticals,4803.67,11547,Clear,Cleared,Low,95.2,None,NONE
SHP-2128,Chennai,Singapore,BlueDart,2026-05-27,2026-06-05,2026-06-05,Delivered,Normal,0,On schedule,Air,Automotive,2187.1,7596,Clear,Cleared,Low,94.1,None,NONE
SHP-2129,Delhi,Tokyo,Maersk,2026-03-10,2026-03-20,2026-03-23,Exception,Normal,85,Missorted shipment,Road,Pharmaceuticals,2999.54,13573,Rain,Cleared,Low,63.4,High,MISROUTED_SHIPMENT
SHP-2130,Mumbai,Tokyo,Maersk,2026-02-28,2026-03-10,2026-03-10,Delayed,Low,21,Carrier delay,Air,Chemicals,4660.73,7723,Clear,Cleared,Medium,61.4,Medium,CARRIER_DELAY
SHP-2131,Bengaluru,Tokyo,Maersk,2026-04-15,2026-04-24,2026-04-24,Delayed,Normal,9,Carrier delay,Sea,Pharmaceuticals,4710.66,14962,Fog,Cleared,Medium,62.2,Low,MINOR_DELAY
SHP-2132,Mumbai,Frankfurt,UPS,2026-07-17,2026-07-24,2026-07-24,Delayed,Normal,23,Customs clearance,Air,Electronics,3618.81,2802,Fog,Pending,Medium,77.9,Medium,CUSTOMS_DELAY
SHP-2133,Bengaluru,Frankfurt,DHL,2026-02-13,2026-02-15,2026-02-15,Delivered,High,0,On schedule,Road,Chemicals,2509.56,14961,Clear,Cleared,Low,57.4,None,NONE
SHP-2134,Bengaluru,London,DHL,2026-08-05,2026-08-14,2026-08-15,Delayed,Normal,31,Weather disruption,Rail,Pharmaceuticals,883.97,2100,Storm,Cleared,Medium,85.7,High,WEATHER_DISRUPTION
SHP-2135,Bengaluru,Paris,DHL,2026-02-04,2026-02-13,2026-02-13,Delivered,Low,0,On schedule,Air,Automotive,3390.85,6771,Clear,Cleared,Low,78.7,None,NONE
SHP-2136,Pune,Amsterdam,BlueDart,2026-06-05,2026-06-15,2026-06-16,Delayed,Normal,33,Weather disruption,Road,Chemicals,4291.05,2368,Storm,Cleared,Medium,89.6,High,WEATHER_DISRUPTION
SHP-2137,Chennai,Singapore,UPS,2026-03-18,2026-03-20,2026-03-22,Delayed,Normal,58,Carrier delay,Road,Chemicals,1579.58,3555,Storm,Cleared,Medium,87.3,High,CARRIER_DELAY
SHP-2138,Chennai,Tokyo,Carrier-X,2026-06-01,2026-06-10,2026-06-12,Delayed,High,62,Mechanical issue,Sea,Automotive,1272.07,6841,Rain,Cleared,Medium,75.1,Medium,DELIVERY_DELAY
SHP-2139,Ahmedabad,Toronto,FedEx,2026-04-17,2026-04-21,2026-04-21,Delivered,Critical,0,On schedule,Rail,Pharmaceuticals,4486.22,1959,Clear,Cleared,Low,67.7,None,NONE
SHP-2140,Mumbai,Toronto,BlueDart,2026-04-21,2026-05-01,2026-05-01,Delivered,Low,0,On schedule,Rail,Machinery,2762.52,963,Clear,Cleared,Low,95.2,None,NONE
SHP-2141,Ahmedabad,Singapore,Maersk,2026-03-21,2026-03-24,2026-03-24,Delivered,High,0,On schedule,Road,Pharmaceuticals,738.24,11950,Clear,Cleared,Low,79.1,None,NONE
SHP-2142,Mumbai,Dubai,UPS,2026-05-14,2026-05-21,2026-05-21,Delivered,Normal,0,On schedule,Sea,Machinery,3994.57,7841,Clear,Cleared,Low,69.9,None,NONE
SHP-2143,Kolkata,New York,Maersk,2026-05-13,2026-05-23,2026-05-26,Delayed,Normal,72,Carrier delay,Air,Chemicals,345.77,2812,Fog,Cleared,Low,95.1,High,CARRIER_DELAY
SHP-2144,Pune,Toronto,Carrier-X,2026-07-04,2026-07-09,2026-07-09,Delivered,Normal,0,On schedule,Rail,Machinery,475.02,6589,Clear,Cleared,Low,66.9,None,NONE
SHP-2145,Chennai,Dubai,DHL,2026-02-04,2026-02-07,2026-02-07,Delayed,Normal,15,Carrier delay,Road,Electronics,825.32,913,Clear,Under Review,Low,66.4,Medium,MINOR_DELAY
SHP-2146,Ahmedabad,Singapore,FedEx,2026-06-22,2026-07-01,2026-07-01,Delivered,Normal,0,On schedule,Rail,Pharmaceuticals,4060.33,5915,Clear,Cleared,Low,81.5,None,NONE
SHP-2147,Kolkata,Sydney,Maersk,2026-06-20,2026-06-30,2026-06-30,Delivered,Normal,0,On schedule,Road,Machinery,3416.18,13508,Clear,Cleared,Low,80.5,None,NONE
SHP-2148,Chennai,Frankfurt,DHL,2026-03-11,2026-03-20,2026-03-20,Delivered,Normal,0,On schedule,Rail,Automotive,4864.08,6930,Clear,Cleared,Low,57.2,None,NONE
SHP-2149,Hyderabad,New York,DHL,2026-02-27,2026-03-04,2026-03-04,Delivered,High,0,On schedule,Sea,Food,2327.09,2810,Clear,Cleared,Low,94.8,None,NONE
SHP-2150,Kolkata,Tokyo,Carrier-X,2026-05-26,2026-05-30,2026-05-30,Delivered,Normal,0,On schedule,Rail,Automotive,3119.06,11160,Clear,Cleared,Low,57.9,None,NONE
SHP-2151,Kolkata,Dubai,BlueDart,2026-04-21,2026-04-23,2026-04-23,Delivered,Normal,0,On schedule,Rail,Chemicals,1675.59,6368,Clear,Cleared,Low,60.1,None,NONE
SHP-2152,Chennai,Sydney,BlueDart,2026-02-24,2026-02-28,2026-03-01,Delayed,Normal,26,Weather disruption,Rail,Food,2993.93,10023,Extreme Heat,Cleared,Low,71.2,Medium,WEATHER_DISRUPTION
SHP-2153,Delhi,Singapore,DHL,2026-07-08,2026-07-12,2026-07-12,Delayed,Low,17,Carrier delay,Air,Chemicals,173.1,5074,Extreme Heat,Cleared,Low,97.3,Low,MINOR_DELAY
SHP-2154,Kolkata,Toronto,Carrier-X,2026-02-12,2026-02-14,2026-02-14,Delivered,High,0,On schedule,Air,Electronics,4981.61,1649,Clear,Cleared,Low,97.5,None,NONE
SHP-2155,Mumbai,Frankfurt,FedEx,2026-05-06,2026-05-15,2026-05-15,Delayed,Normal,21,Weather disruption,Rail,Chemicals,3034.78,4559,Clear,Under Review,Low,61.8,Low,MINOR_DELAY
SHP-2156,Delhi,Sydney,UPS,2026-03-14,2026-03-21,2026-03-23,Delayed,Low,50,Weather disruption,Sea,Machinery,4759.01,5320,Extreme Heat,Cleared,Medium,67.6,Medium,WEATHER_DISRUPTION
SHP-2157,Pune,Tokyo,FedEx,2026-03-25,2026-03-29,2026-03-29,Delivered,Normal,0,On schedule,Road,Machinery,193.62,1262,Clear,Cleared,Low,80.3,None,NONE
SHP-2158,Delhi,London,DHL,2026-02-08,2026-02-15,2026-02-15,Delivered,High,0,On schedule,Rail,Pharmaceuticals,3441.75,9790,Clear,Cleared,Low,65.3,None,NONE
SHP-2159,Ahmedabad,Tokyo,BlueDart,2026-06-21,2026-06-25,2026-06-25,Delayed,Critical,20,Documentation issue,Air,Machinery,1960.06,5953,Storm,Under Review,Low,57.8,Low,MINOR_DELAY
SHP-2160,Mumbai,New York,BlueDart,2026-05-08,2026-05-12,2026-05-16,Exception,Normal,114,Damaged cargo,Sea,Chemicals,4080.75,12510,Extreme Heat,Cleared,Medium,96.6,High,DAMAGED_CARGO
SHP-2161,Pune,Toronto,UPS,2026-07-20,2026-07-23,2026-07-23,Delivered,Normal,0,On schedule,Sea,Electronics,2439.6,5781,Clear,Cleared,Low,61.4,None,NONE
SHP-2162,Bengaluru,Frankfurt,UPS,2026-02-21,2026-02-23,2026-02-23,Delivered,High,0,On schedule,Rail,Textiles,3161.37,11955,Clear,Cleared,Low,69.7,None,NONE
SHP-2163,Kolkata,Toronto,DHL,2026-07-17,2026-07-22,2026-07-22,Delivered,High,0,On schedule,Air,Automotive,747.55,11446,Clear,Cleared,Low,83.3,None,NONE
SHP-2164,Hyderabad,Amsterdam,BlueDart,2026-07-17,2026-07-19,2026-07-20,Delayed,Critical,41,Customs clearance,Sea,Automotive,1429.58,593,Extreme Heat,Pending,High,72.5,High,CUSTOMS_DELAY
SHP-2165,Delhi,Sydney,BlueDart,2026-05-27,2026-06-01,2026-06-01,Delivered,Normal,0,On schedule,Rail,Food,2251.86,5219,Clear,Cleared,Low,93.3,None,NONE
SHP-2166,Mumbai,Frankfurt,Carrier-X,2026-03-09,2026-03-14,2026-03-14,Delivered,Low,0,On schedule,Road,Automotive,4760.52,7660,Clear,Cleared,Low,65.3,None,NONE
SHP-2167,Mumbai,Tokyo,DHL,2026-07-25,2026-07-31,2026-08-01,Delayed,Normal,46,Customs clearance,Air,Chemicals,3846.82,11167,Fog,Pending,Low,57.2,High,CUSTOMS_DELAY
SHP-2168,Chennai,Amsterdam,Carrier-X,2026-01-30,2026-02-04,2026-02-06,Delayed,High,61,Port congestion,Road,Chemicals,80.91,7336,Fog,Cleared,High,58.4,High,PORT_CONGESTION
SHP-2169,Chennai,Sydney,DHL,2026-07-11,2026-07-17,2026-07-17,Delivered,High,0,On schedule,Air,Pharmaceuticals,3362.34,7108,Clear,Cleared,Low,62.0,None,NONE
SHP-2170,Pune,Frankfurt,Carrier-X,2026-01-25,2026-02-04,2026-02-04,Delivered,High,0,On schedule,Sea,Textiles,3460.87,10769,Clear,Cleared,Low,57.9,None,NONE
SHP-2171,Bengaluru,Singapore,DHL,2026-07-19,2026-07-26,2026-07-27,Delayed,High,29,Customs clearance,Sea,Electronics,615.98,12850,Extreme Heat,Pending,Low,90.9,Medium,CUSTOMS_DELAY
SHP-2172,Ahmedabad,Amsterdam,DHL,2026-06-07,2026-06-10,2026-06-10,Delivered,Normal,0,On schedule,Rail,Machinery,1772.67,6655,Clear,Cleared,Low,89.7,None,NONE
SHP-2173,Hyderabad,Dubai,UPS,2026-02-11,2026-02-21,2026-02-21,Delivered,Normal,0,On schedule,Air,Electronics,978.91,12707,Clear,Cleared,Low,82.2,None,NONE
SHP-2174,Mumbai,Toronto,BlueDart,2026-07-26,2026-08-04,2026-08-05,Delayed,Normal,25,Customs clearance,Rail,Electronics,3869.58,12550,Fog,Pending,Low,85.0,Medium,CUSTOMS_DELAY
SHP-2175,Chennai,Sydney,UPS,2026-03-24,2026-03-26,2026-03-26,Delivered,Normal,0,On schedule,Rail,Automotive,191.53,3381,Clear,Cleared,Low,55.2,None,NONE
SHP-2176,Kolkata,Dubai,Carrier-X,2026-03-28,2026-03-31,2026-04-01,Delayed,Normal,28,Weather disruption,Road,Machinery,2977.3,9498,Storm,Cleared,Low,87.9,High,WEATHER_DISRUPTION
SHP-2177,Bengaluru,Sydney,BlueDart,2026-06-09,2026-06-19,2026-06-21,Delayed,High,52,Customs clearance,Road,Electronics,4112.6,5107,Storm,Pending,Low,56.7,High,CUSTOMS_DELAY
SHP-2178,Delhi,Dubai,Maersk,2026-03-08,2026-03-18,2026-03-20,Exception,High,59,Missorted shipment,Sea,Machinery,1825.29,8463,Clear,Under Review,Medium,68.3,High,MISROUTED_SHIPMENT
SHP-2179,Hyderabad,Tokyo,DHL,2026-03-25,2026-03-29,2026-03-29,Delivered,Normal,0,On schedule,Air,Textiles,4657.74,10178,Clear,Cleared,Low,80.8,None,NONE
SHP-2180,Delhi,Toronto,DHL,2026-07-16,2026-07-18,2026-07-19,Delayed,Normal,33,Carrier delay,Air,Textiles,1389.81,14086,Rain,Cleared,Low,87.7,Medium,CARRIER_DELAY
SHP-2181,Delhi,Amsterdam,UPS,2026-06-18,2026-06-25,2026-06-25,Delayed,Normal,15,Carrier delay,Road,Food,1352.55,1152,Clear,Cleared,Medium,60.9,High,CARRIER_DELAY
SHP-2182,Delhi,Paris,DHL,2026-01-11,2026-01-21,2026-01-21,Delivered,Normal,0,On schedule,Air,Automotive,543.39,2901,Clear,Cleared,Low,80.4,None,NONE
SHP-2183,Chennai,Singapore,Maersk,2026-06-16,2026-06-20,2026-06-21,Delayed,High,37,Documentation issue,Sea,Pharmaceuticals,3691.93,13770,Rain,Under Review,Medium,92.1,Medium,DELIVERY_DELAY
SHP-2184,Chennai,Tokyo,DHL,2026-07-23,2026-07-28,2026-07-29,Delayed,High,39,Weather disruption,Road,Food,3070.16,6664,Extreme Heat,Cleared,Low,63.3,Medium,WEATHER_DISRUPTION
SHP-2185,Hyderabad,Toronto,FedEx,2026-04-16,2026-04-21,2026-04-21,Delivered,High,0,On schedule,Rail,Food,3085.76,14874,Clear,Cleared,Low,60.4,None,NONE
SHP-2186,Pune,New York,Carrier-X,2026-01-30,2026-02-05,2026-02-05,Delivered,Normal,0,On schedule,Rail,Electronics,3459.59,9747,Clear,Cleared,Low,62.9,None,NONE
SHP-2187,Delhi,Frankfurt,FedEx,2026-03-05,2026-03-07,2026-03-10,Delayed,High,74,Carrier delay,Air,Pharmaceuticals,3262.75,12051,Fog,Under Review,Medium,59.8,Medium,DELIVERY_DELAY
SHP-2188,Mumbai,Tokyo,DHL,2026-04-25,2026-05-01,2026-05-02,Delayed,Normal,39,Mechanical issue,Road,Pharmaceuticals,2222.62,3602,Fog,Under Review,High,91.9,High,DELIVERY_DELAY
SHP-2189,Bengaluru,Frankfurt,BlueDart,2026-06-20,2026-06-22,2026-06-22,Delayed,High,17,Documentation issue,Road,Pharmaceuticals,2172.13,2898,Storm,Under Review,Low,57.6,Medium,MINOR_DELAY
SHP-2190,Mumbai,Sydney,UPS,2026-04-16,2026-04-22,2026-04-22,Delivered,Normal,0,On schedule,Road,Pharmaceuticals,1403.85,7282,Clear,Cleared,Low,88.1,None,NONE
SHP-2191,Ahmedabad,Amsterdam,DHL,2026-03-19,2026-03-25,2026-03-25,Delivered,Normal,0,On schedule,Rail,Textiles,4198.95,6699,Clear,Cleared,Low,66.6,None,NONE
SHP-2192,Ahmedabad,Frankfurt,BlueDart,2026-07-19,2026-07-24,2026-07-24,Delivered,Normal,0,On schedule,Sea,Electronics,4932.6,9339,Clear,Cleared,Low,76.9,None,NONE
SHP-2193,Bengaluru,Singapore,Maersk,2026-03-07,2026-03-17,2026-03-17,Delivered,High,0,On schedule,Road,Food,3999.31,12529,Clear,Cleared,Low,72.4,None,NONE
SHP-2194,Delhi,Paris,DHL,2026-03-06,2026-03-16,2026-03-18,Delayed,High,54,Customs clearance,Sea,Textiles,26.82,620,Extreme Heat,Pending,High,69.1,Medium,CUSTOMS_DELAY
SHP-2195,Pune,Paris,Maersk,2026-02-19,2026-02-26,2026-03-01,Delayed,Normal,78,Mechanical issue,Air,Automotive,489.49,8030,Fog,Cleared,High,81.9,High,DELIVERY_DELAY
SHP-2196,Chennai,Toronto,DHL,2026-05-01,2026-05-05,2026-05-05,Delayed,High,17,Carrier delay,Road,Textiles,1164.21,14497,Clear,Cleared,Low,56.9,Medium,MINOR_DELAY
SHP-2197,Ahmedabad,Tokyo,UPS,2026-06-24,2026-06-26,2026-06-26,Delayed,Critical,6,Carrier delay,Air,Electronics,1289.72,9925,Clear,Cleared,Medium,72.6,Low,MINOR_DELAY
SHP-2198,Hyderabad,Paris,BlueDart,2026-03-29,2026-04-08,2026-04-08,Delayed,High,4,Documentation issue,Sea,Electronics,843.52,12708,Storm,Cleared,Medium,84.9,Low,MINOR_DELAY
SHP-2199,Mumbai,Sydney,FedEx,2026-01-26,2026-02-04,2026-02-04,Delayed,Low,20,Documentation issue,Rail,Textiles,2785.87,2991,Storm,Under Review,Medium,56.2,Low,MINOR_DELAY
SHP-2200,Delhi,Paris,DHL,2026-02-14,2026-02-16,2026-02-16,Delivered,High,0,On schedule,Road,Pharmaceuticals,3664.88,3508,Clear,Cleared,Low,90.6,None,NONE
SHP-2201,Chennai,London,Maersk,2026-06-19,2026-06-23,2026-06-23,Delayed,Normal,3,Carrier delay,Rail,Electronics,3442.71,13958,Extreme Heat,Under Review,Medium,93.7,Low,MINOR_DELAY
SHP-2202,Ahmedabad,Tokyo,DHL,2026-01-09,2026-01-13,2026-01-16,Delayed,Normal,77,Carrier delay,Sea,Textiles,2081.11,7420,Clear,Cleared,Medium,64.9,Medium,DELIVERY_DELAY
SHP-2203,Bengaluru,New York,Carrier-X,2026-02-10,2026-02-19,2026-02-19,Delayed,High,23,Weather disruption,Road,Automotive,1403.09,4563,Rain,Under Review,Medium,81.1,Low,MINOR_DELAY
SHP-2204,Mumbai,Frankfurt,BlueDart,2026-07-17,2026-07-22,2026-07-25,Delayed,Normal,86,Port congestion,Road,Automotive,3687.65,9041,Clear,Cleared,High,95.8,Medium,PORT_CONGESTION
SHP-2205,Delhi,Amsterdam,BlueDart,2026-05-29,2026-06-02,2026-06-02,Delayed,High,15,Customs clearance,Rail,Machinery,1210.01,1131,Rain,Pending,High,76.9,Medium,CUSTOMS_DELAY
SHP-2206,Delhi,Frankfurt,UPS,2026-05-15,2026-05-22,2026-05-22,Delivered,Normal,0,On schedule,Air,Textiles,2749.05,13867,Clear,Cleared,Low,62.7,None,NONE
SHP-2207,Pune,Sydney,FedEx,2026-07-22,2026-07-25,2026-07-25,Delayed,Normal,18,Carrier delay,Sea,Chemicals,3691.33,5573,Fog,Cleared,Medium,74.8,Medium,MINOR_DELAY
SHP-2208,Hyderabad,Toronto,DHL,2026-01-03,2026-01-06,2026-01-08,Delayed,High,56,Customs clearance,Air,Chemicals,1619.26,12711,Clear,Pending,High,86.9,Medium,CUSTOMS_DELAY
SHP-2209,Delhi,Singapore,Carrier-X,2026-07-26,2026-07-28,2026-07-29,Delayed,Low,46,Customs clearance,Sea,Automotive,3598.93,6089,Fog,Pending,Low,68.5,High,CUSTOMS_DELAY
SHP-2210,Delhi,Amsterdam,Carrier-X,2026-03-16,2026-03-20,2026-03-20,Delivered,Normal,0,On schedule,Road,Chemicals,3005.74,9743,Clear,Cleared,Low,78.2,None,NONE
SHP-2211,Hyderabad,Sydney,UPS,2026-02-14,2026-02-16,2026-02-16,Delivered,High,0,On schedule,Air,Pharmaceuticals,1577.43,7982,Clear,Cleared,Low,56.7,None,NONE
SHP-2212,Pune,Sydney,DHL,2026-01-13,2026-01-18,2026-01-18,Delivered,Low,0,On schedule,Air,Food,1895.7,10731,Clear,Cleared,Low,69.7,None,NONE
SHP-2213,Kolkata,Amsterdam,Maersk,2026-04-07,2026-04-11,2026-04-11,Delivered,Normal,0,On schedule,Sea,Automotive,3990.52,8683,Clear,Cleared,Low,64.8,None,NONE
SHP-2214,Kolkata,Toronto,Carrier-X,2026-03-21,2026-03-30,2026-03-31,Delayed,High,36,Customs clearance,Air,Textiles,274.65,3706,Clear,Pending,High,65.3,Medium,CUSTOMS_DELAY
SHP-2215,Ahmedabad,Paris,Maersk,2026-06-09,2026-06-11,2026-06-14,Delayed,High,79,Port congestion,Air,Chemicals,1346.38,1069,Clear,Cleared,High,94.9,Medium,PORT_CONGESTION
SHP-2216,Pune,New York,UPS,2026-05-16,2026-05-22,2026-05-22,Delivered,High,0,On schedule,Air,Food,4811.14,10847,Clear,Cleared,Low,62.6,None,NONE
SHP-2217,Ahmedabad,Sydney,FedEx,2026-07-03,2026-07-07,2026-07-07,Delayed,High,4,Documentation issue,Sea,Automotive,3486.26,10442,Clear,Cleared,Low,84.1,Medium,MINOR_DELAY
SHP-2218,Bengaluru,Amsterdam,UPS,2026-03-18,2026-03-26,2026-03-26,Delivered,Normal,0,On schedule,Road,Automotive,3784.83,2438,Clear,Cleared,Low,70.8,None,NONE
SHP-2219,Pune,Frankfurt,DHL,2026-03-06,2026-03-13,2026-03-15,Delayed,Low,59,Carrier delay,Road,Chemicals,4731.25,6422,Rain,Cleared,Medium,87.6,High,CARRIER_DELAY
SHP-2220,Mumbai,London,BlueDart,2026-06-22,2026-06-30,2026-06-30,Delayed,Normal,7,Documentation issue,Sea,Machinery,1545.57,13277,Extreme Heat,Cleared,Low,67.0,Low,MINOR_DELAY
SHP-2221,Hyderabad,Amsterdam,UPS,2026-02-27,2026-03-09,2026-03-09,Delivered,High,0,On schedule,Air,Chemicals,3490.06,8799,Clear,Cleared,Low,62.7,None,NONE
SHP-2222,Hyderabad,Toronto,Carrier-X,2026-06-06,2026-06-13,2026-06-13,Delivered,High,0,On schedule,Sea,Automotive,197.33,11552,Clear,Cleared,Low,82.5,None,NONE
SHP-2223,Hyderabad,Frankfurt,FedEx,2026-07-15,2026-07-25,2026-07-25,Delivered,High,0,On schedule,Sea,Pharmaceuticals,1296.01,5462,Clear,Cleared,Low,93.0,None,NONE
SHP-2224,Delhi,Tokyo,Carrier-X,2026-02-06,2026-02-15,2026-02-15,Delivered,High,0,On schedule,Sea,Chemicals,2635.79,12116,Clear,Cleared,Low,92.8,None,NONE
SHP-2225,Delhi,Amsterdam,DHL,2026-06-01,2026-06-03,2026-06-06,Delayed,Low,87,Carrier delay,Sea,Pharmaceuticals,4413.09,14305,Rain,Under Review,High,56.5,Medium,DELIVERY_DELAY
SHP-2226,Delhi,Singapore,UPS,2026-03-25,2026-04-04,2026-04-04,Delivered,Critical,0,On schedule,Rail,Chemicals,4293.31,13061,Clear,Cleared,Low,78.8,None,NONE
SHP-2227,Mumbai,Dubai,FedEx,2026-01-07,2026-01-10,2026-01-10,Delivered,Critical,0,On schedule,Sea,Chemicals,1679.6,7099,Clear,Cleared,Low,59.8,None,NONE
SHP-2228,Bengaluru,Paris,UPS,2026-06-26,2026-07-05,2026-07-05,Delivered,Normal,0,On schedule,Air,Pharmaceuticals,1326.8,4947,Clear,Cleared,Low,90.4,None,NONE
SHP-2229,Delhi,Tokyo,DHL,2026-04-05,2026-04-07,2026-04-07,Delivered,Normal,0,On schedule,Sea,Automotive,390.5,10190,Clear,Cleared,Low,58.0,None,NONE
SHP-2230,Delhi,Amsterdam,Carrier-X,2026-05-19,2026-05-29,2026-05-29,Delivered,Normal,0,On schedule,Road,Electronics,2391.96,14030,Clear,Cleared,Low,56.1,None,NONE
SHP-2231,Bengaluru,Tokyo,FedEx,2026-07-05,2026-07-15,2026-07-15,Delivered,Normal,0,On schedule,Sea,Chemicals,747.93,4234,Clear,Cleared,Low,74.4,None,NONE
SHP-2232,Kolkata,Toronto,BlueDart,2026-03-07,2026-03-14,2026-03-16,Delayed,Critical,61,Carrier delay,Air,Electronics,1195.87,6779,Clear,Cleared,High,73.4,High,DELIVERY_DELAY
SHP-2233,Mumbai,Amsterdam,Carrier-X,2026-07-11,2026-07-21,2026-07-21,Delayed,Normal,13,Customs clearance,Air,Electronics,4425.84,6219,Clear,Pending,Low,71.8,Medium,CUSTOMS_DELAY
SHP-2234,Delhi,Dubai,BlueDart,2026-04-27,2026-05-03,2026-05-04,Delayed,Low,39,Port congestion,Sea,Machinery,4488.49,6129,Rain,Cleared,High,57.2,Medium,PORT_CONGESTION
SHP-2235,Pune,Amsterdam,UPS,2026-05-27,2026-05-29,2026-05-29,Delayed,Normal,17,Documentation issue,Sea,Automotive,587.98,5280,Storm,Cleared,Medium,93.5,Low,MINOR_DELAY
SHP-2236,Mumbai,Amsterdam,BlueDart,2026-03-18,2026-03-23,2026-03-24,Delayed,Normal,43,Weather disruption,Sea,Textiles,1176.4,6432,Storm,Cleared,Medium,81.4,Medium,WEATHER_DISRUPTION
SHP-2237,Delhi,Dubai,DHL,2026-06-26,2026-06-30,2026-06-30,Delayed,High,3,Weather disruption,Road,Automotive,4675.46,12008,Storm,Cleared,Medium,97.8,Medium,MINOR_DELAY
SHP-2238,Hyderabad,Paris,FedEx,2026-06-03,2026-06-13,2026-06-13,Delayed,High,22,Documentation issue,Rail,Chemicals,1484.78,9069,Clear,Under Review,Medium,88.7,Medium,MINOR_DELAY
SHP-2239,Pune,Paris,FedEx,2026-05-25,2026-06-04,2026-06-04,Delivered,Normal,0,On schedule,Sea,Textiles,4437.82,9630,Clear,Cleared,Low,81.6,None,NONE
SHP-2240,Chennai,London,FedEx,2026-08-03,2026-08-13,2026-08-14,Delayed,High,30,Customs clearance,Air,Pharmaceuticals,4803.53,1197,Extreme Heat,Pending,Medium,72.5,Medium,CUSTOMS_DELAY
SHP-2241,Mumbai,Amsterdam,BlueDart,2026-06-13,2026-06-17,2026-06-19,Delayed,Normal,69,Customs clearance,Sea,Automotive,3748.89,5370,Extreme Heat,Pending,High,79.2,Medium,CUSTOMS_DELAY
SHP-2242,Chennai,Amsterdam,UPS,2026-06-21,2026-06-23,2026-06-24,Delayed,High,41,Carrier delay,Sea,Textiles,4487.28,6976,Storm,Cleared,Low,93.2,Medium,CARRIER_DELAY
SHP-2243,Delhi,London,Carrier-X,2026-01-08,2026-01-12,2026-01-12,Delayed,Normal,17,Weather disruption,Rail,Textiles,2176.39,4658,Fog,Cleared,Medium,59.0,High,WEATHER_DISRUPTION
SHP-2244,Pune,Paris,BlueDart,2026-06-11,2026-06-15,2026-06-15,Delayed,Low,8,Weather disruption,Road,Automotive,3834.79,13525,Storm,Cleared,Medium,77.7,High,WEATHER_DISRUPTION
SHP-2245,Kolkata,Singapore,Maersk,2026-03-10,2026-03-16,2026-03-16,Delivered,Normal,0,On schedule,Sea,Chemicals,4250.32,4754,Clear,Cleared,Low,81.9,None,NONE
SHP-2246,Mumbai,Dubai,FedEx,2026-02-27,2026-03-02,2026-03-02,Delayed,Low,18,Documentation issue,Rail,Chemicals,4170.21,12805,Clear,Under Review,Low,71.6,Medium,MINOR_DELAY
SHP-2247,Chennai,Singapore,DHL,2026-06-06,2026-06-14,2026-06-15,Exception,Normal,27,Damaged cargo,Sea,Chemicals,2643.78,10328,Clear,Cleared,Low,82.9,High,DAMAGED_CARGO
SHP-2248,Delhi,New York,Carrier-X,2026-07-08,2026-07-12,2026-07-12,Delivered,Normal,0,On schedule,Air,Chemicals,4315.86,8849,Clear,Cleared,Low,63.4,None,NONE
SHP-2249,Ahmedabad,Tokyo,Carrier-X,2026-07-06,2026-07-12,2026-07-12,Delayed,Normal,10,Carrier delay,Sea,Electronics,1959.78,1253,Fog,Under Review,Medium,85.7,Medium,MINOR_DELAY
SHP-2250,Ahmedabad,London,Carrier-X,2026-08-09,2026-08-13,2026-08-13,Delivered,Normal,0,On schedule,Rail,Chemicals,1729.31,9400,Clear,Cleared,Low,89.3,None,NONE
SHP-2251,Ahmedabad,Sydney,BlueDart,2026-05-25,2026-05-30,2026-05-30,Delayed,High,10,Carrier delay,Air,Pharmaceuticals,1021.31,4102,Rain,Under Review,Low,58.8,Medium,MINOR_DELAY
SHP-2252,Bengaluru,Toronto,Maersk,2026-03-30,2026-04-08,2026-04-08,Delivered,High,0,On schedule,Sea,Pharmaceuticals,2727.98,1596,Clear,Cleared,Low,75.0,None,NONE
SHP-2253,Chennai,London,Carrier-X,2026-06-04,2026-06-09,2026-06-09,Delivered,Normal,0,On schedule,Air,Electronics,3754.19,4198,Clear,Cleared,Low,90.5,None,NONE
SHP-2254,Kolkata,London,BlueDart,2026-05-27,2026-06-01,2026-06-01,Delivered,Critical,0,On schedule,Rail,Food,1099.09,1517,Clear,Cleared,Low,93.3,None,NONE
SHP-2255,Hyderabad,New York,Maersk,2026-02-13,2026-02-17,2026-02-17,Delivered,High,0,On schedule,Air,Machinery,4321.97,5117,Clear,Cleared,Low,76.9,None,NONE
